people_ID,Infect_Prob
5942,52.92262928102255
18664,52.96739786431654
5603,51.585469872017974
5649,52.875818155470014
5099,52.68576490488381
18749,51.442148809997775
5228,52.872665425698486
5559,52.769375740105694
5220,52.7571018222243
5476,52.97160256526059
5260,52.879291023399134
17638,52.85561767078552
18635,52.76517232506051
18794,64.08531680795146
5263,51.44188492245861
17680,66.96342906391396
18030,52.749767402856584
18090,52.89239353617905
18455,52.43876240400601
18155,52.84367160122134
18116,61.40302388032362
18144,52.89279828537096
5218,63.14264270950486
5386,52.62137651406462
18105,52.846658694114126
5735,52.46762225401934
5900,52.87709928384615
18391,51.77873155905946
5786,52.85630444782111
18639,52.654680684477654
17984,52.588265279604535
18274,51.46583374726864
5425,52.90260968888444
6076,51.655086210661246
18545,52.65701217807452
17697,65.5723576955832
6137,52.872275461478196
6083,52.768493195576944
17730,52.83474607224615
5896,61.911777284160465
18906,52.731755102611075
17808,52.71535533569858
6078,52.65899655280106
5516,51.67424102943035
18093,52.87709928384615
6120,52.87677152858339
18154,52.901998671155226
17935,52.87183901386566
18769,62.94786278312401
18264,52.6538952998286
18076,51.17154477293853
18035,52.79451618768987
18051,52.523303959327635
18676,52.76947072903741
5332,52.861261913020286
5898,63.72980954184503
18370,52.77543131342344
17706,52.38270404049852
5198,52.87169871855164
18360,52.742880831897025
18240,52.77395963415812
18691,52.770040623212225
5768,52.80357383875966
18315,52.81822911972586
18776,52.76142032217054
6225,52.76400917299232
17983,61.23192402899933
17973,52.725875778843246
5805,60.641000315201154
5500,52.91930215357139
5305,52.75368948902347
18243,52.864963398126385
5169,52.81293466758031
5258,52.7983246462344
17810,65.37581272550386
5714,52.77585322648215
6070,50.89550615479936
5959,63.69665672511979
18771,52.79758192872878
17765,52.5250441760092
18822,52.81461269898874
17735,61.690789817679374
17966,51.84053626573484
18861,52.88362459439997
18236,51.4668393183122
18750,69.91396701494375
17809,59.02300213845168
6049,52.87709928384615
18465,52.536318955673856
6201,53.00239685284884
18877,52.742310128815355
5087,52.74182850108601
17742,51.43238968933303
17941,61.215192465572294
18421,52.765224869623864
18489,52.64499129725426
6299,64.48205057155282
18428,52.758841924193604
5563,58.7837341581937
18796,61.201180800276106
5849,52.80936385052283
5661,52.767017078348594
5893,52.77290873007033
5378,58.89358602126952
5622,52.76247235895177
5823,51.6712164336815
18521,51.17518607125089
5502,52.57785153368947
18785,51.541845914496605
17783,52.92214095321617
18424,58.86542368444153
18147,52.56767945841532
18881,56.698681915096216
18851,51.5977611373465
17686,52.68187821791606
5100,52.87677152858339
5213,52.35931207378101
18252,51.271534669966165
5576,52.72874228008132
18050,52.51975645193512
5875,51.650135337802745
6059,52.845230102930444
18599,52.498912140926606
5173,52.50111255911557
5461,51.47924031656346
5151,62.3783700324644
5266,51.5820593711167
5514,66.48880230470898
5224,52.752989229387616
18069,51.469490605410265
5587,51.43968512552414
17874,52.55409011043409
5536,51.170430769985146
5215,52.769528730070625
5400,62.09158191162761
17857,52.50470256876971
6043,59.585225127724335
18330,51.377099846703295
18333,52.784880735148754
17788,52.733736818365074
18332,64.60721927781707
17836,52.41394608047118
5247,51.83126268774971
5922,52.4067764579462
18641,63.56666674019235
5951,62.89389091431784
18807,52.76173853109399
18293,62.20167659779571
18775,52.634962128205935
5601,52.781009172499324
5102,52.795117538489905
18464,52.68831179121436
17713,52.87677152858339
18557,52.79850797020713
18854,52.103364483186944
18401,52.77975861705131
18699,65.37047460233528
5706,61.58382620147468
5747,52.76290702900665
5496,51.505181796881274
18308,51.60321693962191
5345,64.3439547941226
18525,52.62224274361655
18258,59.61894145951727
6062,52.87538805085132
17921,50.88058195735028
5303,52.78415969067008
18592,52.86979443527648
5814,51.32772108131152
18805,52.77624902476686
5910,52.095994629562895
5201,52.23201190787096
5724,65.31663052859942
17693,52.70738055065981
5407,52.81995772270561
18617,52.800219203201976
18173,52.58396063783002
18875,52.59151400867607
5225,51.59391540705329
5858,52.637165768550155
5091,52.74832030751293
5254,52.748804452830385
18801,52.36527585461814
6009,52.61994366077808
18149,51.425333230438305
6105,51.08924372793021
5974,52.81058502396954
17967,63.15686793021625
5781,52.72874228008132
5834,52.745174649315665
17683,51.48177448281528
5338,52.6155545500525
18400,60.94810006884253
18633,51.53962710241185
6162,52.31904428460243
18598,52.513938869028905
5212,52.86465451010887
18731,50.66542936084014
18177,52.4798650773829
5232,51.55915349828482
